*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.18um 1P6M Logic Low Leakage Salicide, Dual Voltage (1.8V/5V)
Version: 	1.3
Date: 		2007-06-21
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	4.986	6.13E-02	3.06E-02	2.07E-03	1.27E-02	1.43E-02
0.294	6.986	5.80E-02	3.64E-02	2.07E-03	9.06E-03	1.72E-02
0.294	9.986	5.61E-02	4.28E-02	2.07E-03	5.70E-03	2.03E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.02E-02	2.89E-03	1.08E-01	3.64E-03
0.294	0.266	2.33E-01	1.04E-02	2.89E-03	1.02E-01	3.75E-03
0.294	0.366	1.87E-01	1.14E-02	2.89E-03	7.91E-02	4.25E-03
0.294	0.466	1.61E-01	1.23E-02	2.89E-03	6.56E-02	4.72E-03
0.294	0.566	1.43E-01	1.32E-02	2.89E-03	5.67E-02	5.17E-03
0.294	0.666	1.31E-01	1.41E-02	2.89E-03	5.03E-02	5.60E-03
0.294	0.786	1.20E-01	1.51E-02	2.89E-03	4.47E-02	6.10E-03
0.294	0.986	1.07E-01	1.66E-02	2.89E-03	3.80E-02	6.88E-03
0.294	1.186	9.85E-02	1.81E-02	2.89E-03	3.34E-02	7.63E-03
0.294	1.386	9.21E-02	1.96E-02	2.89E-03	2.99E-02	8.35E-03
0.294	1.586	8.73E-02	2.09E-02	2.89E-03	2.72E-02	9.01E-03
0.294	1.786	8.36E-02	2.23E-02	2.89E-03	2.50E-02	9.70E-03
0.294	1.986	8.06E-02	2.36E-02	2.89E-03	2.32E-02	1.04E-02
0.294	2.486	7.52E-02	2.67E-02	2.89E-03	1.98E-02	1.19E-02
0.294	2.986	7.16E-02	2.95E-02	2.89E-03	1.72E-02	1.33E-02
0.294	3.986	6.72E-02	3.46E-02	2.89E-03	1.35E-02	1.58E-02
0.294	4.986	6.48E-02	3.88E-02	2.89E-03	1.08E-02	1.79E-02
0.294	6.986	6.25E-02	4.52E-02	2.89E-03	7.32E-03	2.11E-02
0.294	9.986	6.13E-02	5.12E-02	2.89E-03	4.29E-03	2.42E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.36E-02	4.76E-03	1.08E-01	4.41E-03
0.294	0.266	2.33E-01	1.39E-02	4.76E-03	1.01E-01	4.57E-03
0.294	0.366	1.88E-01	1.55E-02	4.76E-03	7.84E-02	5.36E-03
0.294	0.466	1.62E-01	1.70E-02	4.76E-03	6.48E-02	6.11E-03
0.294	0.566	1.44E-01	1.84E-02	4.76E-03	5.57E-02	6.83E-03
0.294	0.666	1.32E-01	1.98E-02	4.76E-03	4.91E-02	7.53E-03
0.294	0.786	1.21E-01	2.14E-02	4.76E-03	4.33E-02	8.34E-03
0.294	0.986	1.09E-01	2.40E-02	4.76E-03	3.64E-02	9.63E-03
0.294	1.186	1.01E-01	2.64E-02	4.76E-03	3.15E-02	1.08E-02
0.294	1.386	9.47E-02	2.87E-02	4.76E-03	2.78E-02	1.20E-02
0.294	1.586	9.04E-02	3.08E-02	4.76E-03	2.50E-02	1.30E-02
0.294	1.786	8.70E-02	3.28E-02	4.76E-03	2.26E-02	1.40E-02
0.294	1.986	8.45E-02	3.47E-02	4.76E-03	2.07E-02	1.50E-02
0.294	2.486	8.00E-02	3.91E-02	4.76E-03	1.69E-02	1.72E-02
0.294	2.986	7.73E-02	4.28E-02	4.76E-03	1.42E-02	1.90E-02
0.294	3.986	7.43E-02	4.90E-02	4.76E-03	1.05E-02	2.21E-02
0.294	4.986	7.28E-02	5.37E-02	4.76E-03	7.97E-03	2.45E-02
0.294	6.986	7.17E-02	5.98E-02	4.76E-03	4.99E-03	2.75E-02
0.294	9.986	7.12E-02	6.47E-02	4.76E-03	2.68E-03	3.00E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.50E-01	2.85E-02	1.31E-02	1.05E-01	7.70E-03
0.294	0.266	2.37E-01	2.93E-02	1.31E-02	9.80E-02	8.11E-03
0.294	0.366	1.93E-01	3.33E-02	1.31E-02	7.45E-02	1.01E-02
0.294	0.466	1.68E-01	3.71E-02	1.31E-02	6.03E-02	1.20E-02
0.294	0.566	1.52E-01	4.06E-02	1.31E-02	5.07E-02	1.38E-02
0.294	0.666	1.41E-01	4.40E-02	1.31E-02	4.36E-02	1.54E-02
0.294	0.786	1.31E-01	4.76E-02	1.31E-02	3.73E-02	1.73E-02
0.294	0.986	1.21E-01	5.32E-02	1.31E-02	2.99E-02	2.01E-02
0.294	1.186	1.15E-01	5.80E-02	1.31E-02	2.47E-02	2.25E-02
0.294	1.386	1.11E-01	6.23E-02	1.31E-02	2.08E-02	2.46E-02
0.294	1.586	1.09E-01	6.60E-02	1.31E-02	1.79E-02	2.65E-02
0.294	1.786	1.07E-01	6.92E-02	1.31E-02	1.56E-02	2.81E-02
0.294	1.986	1.06E-01	7.21E-02	1.31E-02	1.38E-02	2.95E-02
0.294	2.486	1.04E-01	7.79E-02	1.31E-02	1.04E-02	3.24E-02
0.294	2.986	1.03E-01	8.23E-02	1.31E-02	8.20E-03	3.46E-02
0.294	3.986	1.02E-01	8.80E-02	1.31E-02	5.50E-03	3.75E-02
0.294	4.986	1.01E-01	9.16E-02	1.31E-02	3.96E-03	3.93E-02
0.294	6.986	1.01E-01	9.55E-02	1.31E-02	2.27E-03	4.12E-02
0.294	9.986	1.01E-01	9.81E-02	1.31E-02	1.14E-03	4.25E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.462	0.418	3.00E-01	6.53E-03	2.06E-03	1.35E-01	2.23E-03
0.462	0.438	2.90E-01	6.61E-03	2.06E-03	1.30E-01	2.27E-03
0.462	0.538	2.51E-01	7.02E-03	2.06E-03	1.11E-01	2.48E-03
0.462	0.638	2.24E-01	7.43E-03	2.06E-03	9.81E-02	2.69E-03
0.462	0.778	1.96E-01	7.99E-03	2.06E-03	8.49E-02	2.96E-03
0.462	0.978	1.69E-01	8.77E-03	2.06E-03	7.20E-02	3.36E-03
0.462	1.178	1.51E-01	9.54E-03	2.06E-03	6.31E-02	3.74E-03
0.462	1.378	1.37E-01	1.03E-02	2.06E-03	5.65E-02	4.11E-03
0.462	1.578	1.26E-01	1.11E-02	2.06E-03	5.12E-02	4.50E-03
0.462	1.778	1.18E-01	1.18E-02	2.06E-03	4.70E-02	4.87E-03
0.462	1.978	1.10E-01	1.26E-02	2.06E-03	4.35E-02	5.25E-03
0.462	2.478	9.74E-02	1.43E-02	2.06E-03	3.68E-02	6.12E-03
0.462	2.978	8.83E-02	1.61E-02	2.06E-03	3.20E-02	7.01E-03
0.462	3.978	7.67E-02	1.94E-02	2.06E-03	2.53E-02	8.68E-03
0.462	4.978	6.97E-02	2.27E-02	2.06E-03	2.08E-02	1.03E-02
0.462	6.978	6.21E-02	2.85E-02	2.06E-03	1.49E-02	1.32E-02
0.462	9.978	5.74E-02	3.54E-02	2.06E-03	9.67E-03	1.67E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M6-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.462	0.418	3.00E-01	6.62E-03	2.11E-03	1.35E-01	2.25E-03
0.462	0.438	2.90E-01	6.71E-03	2.11E-03	1.30E-01	2.30E-03
0.462	0.538	2.51E-01	7.12E-03	2.11E-03	1.11E-01	2.50E-03
0.462	0.638	2.24E-01	7.54E-03	2.11E-03	9.80E-02	2.71E-03
0.462	0.778	1.96E-01	8.12E-03	2.11E-03	8.48E-02	3.00E-03
0.462	0.978	1.69E-01	8.91E-03	2.11E-03	7.20E-02	3.40E-03
0.462	1.178	1.51E-01	9.70E-03	2.11E-03	6.31E-02	3.79E-03
0.462	1.378	1.37E-01	1.05E-02	2.11E-03	5.64E-02	4.18E-03
0.462	1.578	1.26E-01	1.13E-02	2.11E-03	5.12E-02	4.58E-03
0.462	1.778	1.18E-01	1.20E-02	2.11E-03	4.70E-02	4.96E-03
0.462	1.978	1.11E-01	1.28E-02	2.11E-03	4.35E-02	5.34E-03
0.462	2.478	9.74E-02	1.46E-02	2.11E-03	3.68E-02	6.23E-03
0.462	2.978	8.84E-02	1.64E-02	2.11E-03	3.20E-02	7.14E-03
0.462	3.978	7.68E-02	1.98E-02	2.11E-03	2.53E-02	8.86E-03
0.462	4.978	6.99E-02	2.32E-02	2.11E-03	2.07E-02	1.05E-02
0.462	6.978	6.24E-02	2.90E-02	2.11E-03	1.48E-02	1.35E-02
0.462	9.978	5.77E-02	3.61E-02	2.11E-03	9.52E-03	1.70E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.462	0.418	3.00E-01	7.25E-03	2.48E-03	1.35E-01	2.39E-03
0.462	0.438	2.90E-01	7.35E-03	2.48E-03	1.30E-01	2.44E-03
0.462	0.538	2.51E-01	7.83E-03	2.48E-03	1.11E-01	2.68E-03
0.462	0.638	2.24E-01	8.31E-03	2.48E-03	9.80E-02	2.92E-03
0.462	0.778	1.96E-01	8.95E-03	2.48E-03	8.47E-02	3.24E-03
0.462	0.978	1.69E-01	9.88E-03	2.48E-03	7.18E-02	3.70E-03
0.462	1.178	1.51E-01	1.08E-02	2.48E-03	6.29E-02	4.16E-03
0.462	1.378	1.37E-01	1.17E-02	2.48E-03	5.62E-02	4.61E-03
0.462	1.578	1.26E-01	1.26E-02	2.48E-03	5.09E-02	5.06E-03
0.462	1.778	1.18E-01	1.35E-02	2.48E-03	4.67E-02	5.51E-03
0.462	1.978	1.11E-01	1.43E-02	2.48E-03	4.31E-02	5.91E-03
0.462	2.478	9.78E-02	1.65E-02	2.48E-03	3.64E-02	6.99E-03
0.462	2.978	8.89E-02	1.85E-02	2.48E-03	3.15E-02	8.03E-03
0.462	3.978	7.75E-02	2.26E-02	2.48E-03	2.46E-02	1.00E-02
0.462	4.978	7.09E-02	2.63E-02	2.48E-03	2.00E-02	1.19E-02
0.462	6.978	6.38E-02	3.28E-02	2.48E-03	1.39E-02	1.52E-02
0.462	9.978	5.97E-02	4.03E-02	2.48E-03	8.62E-03	1.89E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.462	0.418	3.00E-01	8.45E-03	3.16E-03	1.35E-01	2.65E-03
0.462	0.438	2.91E-01	8.57E-03	3.16E-03	1.30E-01	2.71E-03
0.462	0.538	2.52E-01	9.16E-03	3.16E-03	1.11E-01	3.00E-03
0.462	0.638	2.24E-01	9.74E-03	3.16E-03	9.78E-02	3.29E-03
0.462	0.778	1.96E-01	1.05E-02	3.16E-03	8.45E-02	3.69E-03
0.462	0.978	1.70E-01	1.17E-02	3.16E-03	7.16E-02	4.27E-03
0.462	1.178	1.51E-01	1.28E-02	3.16E-03	6.25E-02	4.83E-03
0.462	1.378	1.37E-01	1.40E-02	3.16E-03	5.57E-02	5.40E-03
0.462	1.578	1.27E-01	1.51E-02	3.16E-03	5.04E-02	5.97E-03
0.462	1.778	1.18E-01	1.62E-02	3.16E-03	4.61E-02	6.53E-03
0.462	1.978	1.11E-01	1.73E-02	3.16E-03	4.25E-02	7.08E-03
0.462	2.478	9.87E-02	2.00E-02	3.16E-03	3.56E-02	8.42E-03
0.462	2.978	9.01E-02	2.27E-02	3.16E-03	3.05E-02	9.75E-03
0.462	3.978	7.93E-02	2.76E-02	3.16E-03	2.35E-02	1.22E-02
0.462	4.978	7.31E-02	3.21E-02	3.16E-03	1.86E-02	1.45E-02
0.462	6.978	6.70E-02	3.96E-02	3.16E-03	1.24E-02	1.82E-02
0.462	9.978	6.37E-02	4.76E-02	3.16E-03	7.16E-03	2.22E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.462	0.418	3.01E-01	1.05E-02	4.37E-03	1.35E-01	3.08E-03
0.462	0.438	2.91E-01	1.06E-02	4.37E-03	1.30E-01	3.13E-03
0.462	0.538	2.52E-01	1.15E-02	4.37E-03	1.11E-01	3.55E-03
0.462	0.638	2.24E-01	1.23E-02	4.37E-03	9.73E-02	3.94E-03
0.462	0.778	1.97E-01	1.34E-02	4.37E-03	8.39E-02	4.51E-03
0.462	0.978	1.70E-01	1.50E-02	4.37E-03	7.08E-02	5.31E-03
0.462	1.178	1.52E-01	1.65E-02	4.37E-03	6.17E-02	6.08E-03
0.462	1.378	1.38E-01	1.81E-02	4.37E-03	5.49E-02	6.85E-03
0.462	1.578	1.28E-01	1.96E-02	4.37E-03	4.94E-02	7.62E-03
0.462	1.778	1.20E-01	2.11E-02	4.37E-03	4.50E-02	8.38E-03
0.462	1.978	1.13E-01	2.26E-02	4.37E-03	4.13E-02	9.14E-03
0.462	2.478	1.01E-01	2.63E-02	4.37E-03	3.41E-02	1.10E-02
0.462	2.978	9.26E-02	2.97E-02	4.37E-03	2.89E-02	1.27E-02
0.462	3.978	8.28E-02	3.61E-02	4.37E-03	2.15E-02	1.58E-02
0.462	4.978	7.75E-02	4.14E-02	4.37E-03	1.65E-02	1.85E-02
0.462	6.978	7.27E-02	5.00E-02	4.37E-03	1.03E-02	2.28E-02
0.462	9.978	7.05E-02	5.80E-02	4.37E-03	5.51E-03	2.68E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.462	0.418	3.01E-01	1.51E-02	7.02E-03	1.34E-01	4.06E-03
0.462	0.438	2.92E-01	1.54E-02	7.02E-03	1.29E-01	4.19E-03
0.462	0.538	2.53E-01	1.67E-02	7.02E-03	1.10E-01	4.83E-03
0.462	0.638	2.26E-01	1.80E-02	7.02E-03	9.62E-02	5.48E-03
0.462	0.778	1.98E-01	1.98E-02	7.02E-03	8.26E-02	6.37E-03
0.462	0.978	1.72E-01	2.21E-02	7.02E-03	6.92E-02	7.56E-03
0.462	1.178	1.54E-01	2.48E-02	7.02E-03	5.98E-02	8.90E-03
0.462	1.378	1.41E-01	2.72E-02	7.02E-03	5.28E-02	1.01E-02
0.462	1.578	1.31E-01	2.96E-02	7.02E-03	4.71E-02	1.13E-02
0.462	1.778	1.23E-01	3.19E-02	7.02E-03	4.25E-02	1.24E-02
0.462	1.978	1.17E-01	3.40E-02	7.02E-03	3.86E-02	1.35E-02
0.462	2.478	1.06E-01	3.93E-02	7.02E-03	3.11E-02	1.62E-02
0.462	2.978	9.93E-02	4.41E-02	7.02E-03	2.56E-02	1.85E-02
0.462	3.978	9.13E-02	5.22E-02	7.02E-03	1.80E-02	2.26E-02
0.462	4.978	8.76E-02	5.88E-02	7.02E-03	1.32E-02	2.59E-02
0.462	6.978	8.46E-02	6.80E-02	7.02E-03	7.46E-03	3.05E-02
0.462	9.978	8.36E-02	7.56E-02	7.02E-03	3.43E-03	3.43E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M5 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.462	0.418	3.08E-01	3.40E-02	1.74E-02	1.30E-01	8.30E-03
0.462	0.438	2.98E-01	3.46E-02	1.74E-02	1.25E-01	8.60E-03
0.462	0.538	2.60E-01	3.76E-02	1.74E-02	1.05E-01	1.01E-02
0.462	0.638	2.34E-01	4.06E-02	1.74E-02	9.09E-02	1.16E-02
0.462	0.778	2.09E-01	4.47E-02	1.74E-02	7.68E-02	1.36E-02
0.462	0.978	1.85E-01	5.01E-02	1.74E-02	6.29E-02	1.64E-02
0.462	1.178	1.69E-01	5.51E-02	1.74E-02	5.32E-02	1.88E-02
0.462	1.378	1.58E-01	5.97E-02	1.74E-02	4.58E-02	2.12E-02
0.462	1.578	1.50E-01	6.40E-02	1.74E-02	4.00E-02	2.33E-02
0.462	1.778	1.44E-01	6.79E-02	1.74E-02	3.53E-02	2.52E-02
0.462	1.978	1.39E-01	7.16E-02	1.74E-02	3.14E-02	2.71E-02
0.462	2.478	1.31E-01	7.97E-02	1.74E-02	2.40E-02	3.12E-02
0.462	2.978	1.27E-01	8.65E-02	1.74E-02	1.87E-02	3.45E-02
0.462	3.978	1.23E-01	9.67E-02	1.74E-02	1.20E-02	3.97E-02
0.462	4.978	1.21E-01	1.04E-01	1.74E-02	7.84E-03	4.32E-02
0.462	6.978	1.20E-01	1.12E-01	1.74E-02	3.67E-03	4.72E-02
0.462	9.978	1.20E-01	1.16E-01	1.74E-02	1.59E-03	4.93E-02
------	-------	--------	--------	--------	--------	--------

**********************************
* Layers:	POLY-FIELD_OXIDE *
**********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.189	0.221	1.78E-01	4.95E-02	2.09E-02	5.93E-02	1.43E-02
0.189	0.241	1.71E-01	5.14E-02	2.09E-02	5.49E-02	1.53E-02
0.189	0.291	1.57E-01	5.55E-02	2.09E-02	4.63E-02	1.73E-02
0.189	0.391	1.41E-01	6.31E-02	2.09E-02	3.49E-02	2.11E-02
0.189	0.491	1.33E-01	6.97E-02	2.09E-02	2.77E-02	2.44E-02
0.189	0.591	1.28E-01	7.53E-02	2.09E-02	2.26E-02	2.72E-02
0.189	0.791	1.22E-01	8.43E-02	2.09E-02	1.60E-02	3.17E-02
0.189	0.991	1.20E-01	9.09E-02	2.09E-02	1.20E-02	3.50E-02
0.189	1.191	1.18E-01	9.58E-02	2.09E-02	9.27E-03	3.74E-02
0.189	1.391	1.18E-01	9.95E-02	2.09E-02	7.38E-03	3.93E-02
0.189	1.591	1.17E-01	1.02E-01	2.09E-02	6.01E-03	4.07E-02
0.189	1.791	1.17E-01	1.04E-01	2.09E-02	4.97E-03	4.17E-02
0.189	1.991	1.17E-01	1.06E-01	2.09E-02	4.19E-03	4.26E-02
0.189	2.491	1.17E-01	1.09E-01	2.09E-02	2.98E-03	4.40E-02
0.189	2.991	1.17E-01	1.11E-01	2.09E-02	2.23E-03	4.49E-02
0.189	3.991	1.17E-01	1.13E-01	2.09E-02	1.45E-03	4.59E-02
0.189	4.991	1.17E-01	1.14E-01	2.09E-02	1.09E-03	4.64E-02
0.189	6.991	1.17E-01	1.15E-01	2.09E-02	7.23E-04	4.69E-02
0.189	9.991	1.17E-01	1.15E-01	2.09E-02	5.06E-04	4.72E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M1-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.242	0.199	2.85E-01	2.04E-02	8.36E-03	1.25E-01	6.04E-03
0.242	0.219	2.66E-01	2.11E-02	8.36E-03	1.15E-01	6.39E-03
0.242	0.319	2.05E-01	2.44E-02	8.36E-03	8.37E-02	8.02E-03
0.242	0.419	1.73E-01	2.76E-02	8.36E-03	6.65E-02	9.62E-03
0.242	0.519	1.53E-01	3.06E-02	8.36E-03	5.55E-02	1.11E-02
0.242	0.619	1.39E-01	3.35E-02	8.36E-03	4.77E-02	1.26E-02
0.242	0.789	1.24E-01	3.81E-02	8.36E-03	3.85E-02	1.49E-02
0.242	0.989	1.14E-01	4.30E-02	8.36E-03	3.13E-02	1.73E-02
0.242	1.189	1.07E-01	4.74E-02	8.36E-03	2.61E-02	1.95E-02
0.242	1.389	1.03E-01	5.14E-02	8.36E-03	2.23E-02	2.15E-02
0.242	1.589	1.00E-01	5.49E-02	8.36E-03	1.93E-02	2.33E-02
0.242	1.789	9.78E-02	5.80E-02	8.36E-03	1.69E-02	2.48E-02
0.242	1.989	9.62E-02	6.08E-02	8.36E-03	1.49E-02	2.62E-02
0.242	2.489	9.38E-02	6.64E-02	8.36E-03	1.13E-02	2.90E-02
0.242	2.989	9.25E-02	7.07E-02	8.36E-03	8.82E-03	3.12E-02
0.242	3.989	9.14E-02	7.65E-02	8.36E-03	5.84E-03	3.41E-02
0.242	4.989	9.10E-02	8.02E-02	8.36E-03	4.18E-03	3.59E-02
0.242	6.989	9.07E-02	8.41E-02	8.36E-03	2.56E-03	3.79E-02
0.242	9.989	9.06E-02	8.67E-02	8.36E-03	1.51E-03	3.92E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M1-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.242	0.199	2.89E-01	3.57E-02	1.71E-02	1.21E-01	9.29E-03
0.242	0.219	2.70E-01	3.71E-02	1.71E-02	1.11E-01	9.99E-03
0.242	0.319	2.12E-01	4.32E-02	1.71E-02	7.94E-02	1.31E-02
0.242	0.419	1.81E-01	4.89E-02	1.71E-02	6.16E-02	1.59E-02
0.242	0.519	1.63E-01	5.41E-02	1.71E-02	5.02E-02	1.85E-02
0.242	0.619	1.51E-01	5.89E-02	1.71E-02	4.21E-02	2.09E-02
0.242	0.789	1.39E-01	6.60E-02	1.71E-02	3.27E-02	2.44E-02
0.242	0.989	1.31E-01	7.30E-02	1.71E-02	2.54E-02	2.80E-02
0.242	1.189	1.26E-01	7.90E-02	1.71E-02	2.04E-02	3.09E-02
0.242	1.389	1.23E-01	8.38E-02	1.71E-02	1.68E-02	3.33E-02
0.242	1.589	1.21E-01	8.79E-02	1.71E-02	1.41E-02	3.54E-02
0.242	1.789	1.20E-01	9.13E-02	1.71E-02	1.20E-02	3.71E-02
0.242	1.989	1.19E-01	9.42E-02	1.71E-02	1.04E-02	3.86E-02
0.242	2.489	1.18E-01	9.95E-02	1.71E-02	7.56E-03	4.12E-02
0.242	2.989	1.18E-01	1.03E-01	1.71E-02	5.68E-03	4.31E-02
0.242	3.989	1.17E-01	1.08E-01	1.71E-02	3.70E-03	4.53E-02
0.242	4.989	1.17E-01	1.10E-01	1.71E-02	2.65E-03	4.65E-02
0.242	6.989	1.17E-01	1.12E-01	1.71E-02	1.74E-03	4.77E-02
0.242	9.989	1.17E-01	1.14E-01	1.71E-02	1.12E-03	4.85E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M2-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.32E-02	4.30E-03	1.08E-01	4.47E-03
0.294	0.266	2.33E-01	1.35E-02	4.30E-03	1.01E-01	4.62E-03
0.294	0.366	1.88E-01	1.50E-02	4.30E-03	7.85E-02	5.34E-03
0.294	0.466	1.61E-01	1.64E-02	4.30E-03	6.50E-02	6.05E-03
0.294	0.566	1.44E-01	1.78E-02	4.30E-03	5.59E-02	6.75E-03
0.294	0.666	1.32E-01	1.91E-02	4.30E-03	4.94E-02	7.42E-03
0.294	0.786	1.21E-01	2.07E-02	4.30E-03	4.36E-02	8.20E-03
0.294	0.986	1.08E-01	2.32E-02	4.30E-03	3.66E-02	9.44E-03
0.294	1.186	9.99E-02	2.55E-02	4.30E-03	3.18E-02	1.06E-02
0.294	1.386	9.39E-02	2.77E-02	4.30E-03	2.81E-02	1.17E-02
0.294	1.586	8.95E-02	2.98E-02	4.30E-03	2.52E-02	1.28E-02
0.294	1.786	8.61E-02	3.18E-02	4.30E-03	2.28E-02	1.37E-02
0.294	1.986	8.35E-02	3.37E-02	4.30E-03	2.08E-02	1.47E-02
0.294	2.486	7.90E-02	3.78E-02	4.30E-03	1.70E-02	1.68E-02
0.294	2.986	7.62E-02	4.14E-02	4.30E-03	1.42E-02	1.86E-02
0.294	3.986	7.31E-02	4.72E-02	4.30E-03	1.05E-02	2.15E-02
0.294	4.986	7.16E-02	5.15E-02	4.30E-03	8.03E-03	2.36E-02
0.294	6.986	7.04E-02	5.73E-02	4.30E-03	5.24E-03	2.65E-02
0.294	9.986	6.98E-02	6.20E-02	4.30E-03	3.18E-03	2.88E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M2-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.47E-01	1.54E-02	5.53E-03	1.08E-01	4.92E-03
0.294	0.266	2.33E-01	1.58E-02	5.53E-03	1.01E-01	5.12E-03
0.294	0.366	1.88E-01	1.76E-02	5.53E-03	7.81E-02	6.05E-03
0.294	0.466	1.62E-01	1.94E-02	5.53E-03	6.44E-02	6.94E-03
0.294	0.566	1.45E-01	2.12E-02	5.53E-03	5.53E-02	7.83E-03
0.294	0.666	1.32E-01	2.29E-02	5.53E-03	4.86E-02	8.67E-03
0.294	0.786	1.22E-01	2.48E-02	5.53E-03	4.27E-02	9.65E-03
0.294	0.986	1.10E-01	2.79E-02	5.53E-03	3.56E-02	1.12E-02
