*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.18um 1P6M Logic Low Leakage Salicide, Dual Voltage (1.8V/5V)
Version: 	1.3
Date: 		2007-06-21
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	1.186	1.02E-01	3.09E-02	5.53E-03	3.06E-02	1.27E-02
0.294	1.386	9.59E-02	3.35E-02	5.53E-03	2.68E-02	1.40E-02
0.294	1.586	9.18E-02	3.61E-02	5.53E-03	2.38E-02	1.53E-02
0.294	1.786	8.87E-02	3.84E-02	5.53E-03	2.13E-02	1.64E-02
0.294	1.986	8.63E-02	4.06E-02	5.53E-03	1.93E-02	1.75E-02
0.294	2.486	8.23E-02	4.53E-02	5.53E-03	1.54E-02	1.99E-02
0.294	2.986	8.00E-02	4.92E-02	5.53E-03	1.26E-02	2.19E-02
0.294	3.986	7.76E-02	5.54E-02	5.53E-03	8.95E-03	2.49E-02
0.294	4.986	7.65E-02	5.96E-02	5.53E-03	6.70E-03	2.70E-02
0.294	6.986	7.57E-02	6.50E-02	5.53E-03	4.23E-03	2.98E-02
0.294	9.986	7.54E-02	6.90E-02	5.53E-03	2.51E-03	3.18E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M2-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.50E-01	2.89E-02	1.31E-02	1.05E-01	7.90E-03
0.294	0.266	2.37E-01	2.97E-02	1.31E-02	9.81E-02	8.33E-03
0.294	0.366	1.93E-01	3.38E-02	1.31E-02	7.45E-02	1.04E-02
0.294	0.466	1.68E-01	3.76E-02	1.31E-02	6.03E-02	1.23E-02
0.294	0.566	1.52E-01	4.12E-02	1.31E-02	5.07E-02	1.41E-02
0.294	0.666	1.41E-01	4.46E-02	1.31E-02	4.36E-02	1.58E-02
0.294	0.786	1.31E-01	4.85E-02	1.31E-02	3.73E-02	1.77E-02
0.294	0.986	1.21E-01	5.42E-02	1.31E-02	2.97E-02	2.06E-02
0.294	1.186	1.15E-01	5.92E-02	1.31E-02	2.45E-02	2.31E-02
0.294	1.386	1.11E-01	6.36E-02	1.31E-02	2.06E-02	2.52E-02
0.294	1.586	1.09E-01	6.74E-02	1.31E-02	1.76E-02	2.71E-02
0.294	1.786	1.07E-01	7.06E-02	1.31E-02	1.53E-02	2.88E-02
0.294	1.986	1.06E-01	7.35E-02	1.31E-02	1.34E-02	3.02E-02
0.294	2.486	1.04E-01	7.93E-02	1.31E-02	9.93E-03	3.31E-02
0.294	2.986	1.03E-01	8.35E-02	1.31E-02	7.69E-03	3.52E-02
0.294	3.986	1.02E-01	8.89E-02	1.31E-02	5.04E-03	3.79E-02
0.294	4.986	1.02E-01	9.21E-02	1.31E-02	3.65E-03	3.95E-02
0.294	6.986	1.01E-01	9.56E-02	1.31E-02	2.20E-03	4.13E-02
0.294	9.986	1.01E-01	9.77E-02	1.31E-02	1.38E-03	4.23E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M3-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.02E-02	2.71E-03	1.08E-01	3.74E-03
0.294	0.266	2.33E-01	1.04E-02	2.71E-03	1.02E-01	3.84E-03
0.294	0.366	1.87E-01	1.14E-02	2.71E-03	7.91E-02	4.34E-03
0.294	0.466	1.61E-01	1.23E-02	2.71E-03	6.57E-02	4.80E-03
0.294	0.566	1.43E-01	1.32E-02	2.71E-03	5.68E-02	5.26E-03
0.294	0.666	1.31E-01	1.41E-02	2.71E-03	5.04E-02	5.69E-03
0.294	0.786	1.20E-01	1.51E-02	2.71E-03	4.47E-02	6.19E-03
0.294	0.986	1.07E-01	1.67E-02	2.71E-03	3.80E-02	6.97E-03
0.294	1.186	9.80E-02	1.82E-02	2.71E-03	3.33E-02	7.72E-03
0.294	1.386	9.18E-02	1.96E-02	2.71E-03	2.99E-02	8.45E-03
0.294	1.586	8.69E-02	2.10E-02	2.71E-03	2.72E-02	9.16E-03
0.294	1.786	8.32E-02	2.24E-02	2.71E-03	2.50E-02	9.83E-03
0.294	1.986	8.02E-02	2.36E-02	2.71E-03	2.31E-02	1.05E-02
0.294	2.486	7.48E-02	2.66E-02	2.71E-03	1.95E-02	1.19E-02
0.294	2.986	7.12E-02	2.93E-02	2.71E-03	1.69E-02	1.33E-02
0.294	3.986	6.70E-02	3.41E-02	2.71E-03	1.33E-02	1.57E-02
0.294	4.986	6.46E-02	3.79E-02	2.71E-03	1.07E-02	1.76E-02
0.294	6.986	6.24E-02	4.39E-02	2.71E-03	7.46E-03	2.06E-02
0.294	9.986	6.11E-02	4.96E-02	2.71E-03	4.73E-03	2.35E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M3-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.10E-02	3.16E-03	1.08E-01	3.94E-03
0.294	0.266	2.33E-01	1.13E-02	3.16E-03	1.02E-01	4.06E-03
0.294	0.366	1.88E-01	1.24E-02	3.16E-03	7.90E-02	4.61E-03
0.294	0.466	1.61E-01	1.35E-02	3.16E-03	6.55E-02	5.15E-03
0.294	0.566	1.43E-01	1.45E-02	3.16E-03	5.66E-02	5.67E-03
0.294	0.666	1.31E-01	1.55E-02	3.16E-03	5.01E-02	6.16E-03
0.294	0.786	1.20E-01	1.66E-02	3.16E-03	4.44E-02	6.71E-03
0.294	0.986	1.07E-01	1.85E-02	3.16E-03	3.77E-02	7.65E-03
0.294	1.186	9.84E-02	2.02E-02	3.16E-03	3.29E-02	8.51E-03
0.294	1.386	9.22E-02	2.18E-02	3.16E-03	2.94E-02	9.34E-03
0.294	1.586	8.76E-02	2.34E-02	3.16E-03	2.67E-02	1.01E-02
0.294	1.786	8.39E-02	2.50E-02	3.16E-03	2.44E-02	1.09E-02
0.294	1.986	8.10E-02	2.65E-02	3.16E-03	2.25E-02	1.17E-02
0.294	2.486	7.58E-02	2.98E-02	3.16E-03	1.88E-02	1.33E-02
0.294	2.986	7.25E-02	3.28E-02	3.16E-03	1.61E-02	1.48E-02
0.294	3.986	6.86E-02	3.79E-02	3.16E-03	1.24E-02	1.74E-02
0.294	4.986	6.65E-02	4.20E-02	3.16E-03	9.87E-03	1.94E-02
0.294	6.986	6.46E-02	4.81E-02	3.16E-03	6.67E-03	2.25E-02
0.294	9.986	6.36E-02	5.36E-02	3.16E-03	4.13E-03	2.52E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.39E-02	4.76E-03	1.08E-01	4.58E-03
0.294	0.266	2.33E-01	1.42E-02	4.76E-03	1.01E-01	4.74E-03
0.294	0.366	1.88E-01	1.59E-02	4.76E-03	7.84E-02	5.55E-03
0.294	0.466	1.62E-01	1.74E-02	4.76E-03	6.48E-02	6.32E-03
0.294	0.566	1.44E-01	1.89E-02	4.76E-03	5.57E-02	7.08E-03
0.294	0.666	1.32E-01	2.04E-02	4.76E-03	4.91E-02	7.80E-03
0.294	0.786	1.21E-01	2.21E-02	4.76E-03	4.33E-02	8.68E-03
0.294	0.986	1.09E-01	2.48E-02	4.76E-03	3.63E-02	1.00E-02
0.294	1.186	1.00E-01	2.73E-02	4.76E-03	3.14E-02	1.13E-02
0.294	1.386	9.45E-02	2.97E-02	4.76E-03	2.76E-02	1.25E-02
0.294	1.586	9.02E-02	3.19E-02	4.76E-03	2.47E-02	1.36E-02
0.294	1.786	8.69E-02	3.40E-02	4.76E-03	2.23E-02	1.46E-02
0.294	1.986	8.44E-02	3.59E-02	4.76E-03	2.03E-02	1.56E-02
0.294	2.486	8.00E-02	4.03E-02	4.76E-03	1.64E-02	1.78E-02
0.294	2.986	7.73E-02	4.41E-02	4.76E-03	1.36E-02	1.96E-02
0.294	3.986	7.46E-02	5.00E-02	4.76E-03	9.91E-03	2.26E-02
0.294	4.986	7.32E-02	5.44E-02	4.76E-03	7.55E-03	2.48E-02
0.294	6.986	7.22E-02	6.01E-02	4.76E-03	4.84E-03	2.77E-02
0.294	9.986	7.17E-02	6.47E-02	4.76E-03	2.86E-03	3.00E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M3-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.50E-01	2.88E-02	1.31E-02	1.05E-01	7.87E-03
0.294	0.266	2.37E-01	2.96E-02	1.31E-02	9.81E-02	8.29E-03
0.294	0.366	1.93E-01	3.37E-02	1.31E-02	7.45E-02	1.03E-02
0.294	0.466	1.68E-01	3.75E-02	1.31E-02	6.03E-02	1.22E-02
0.294	0.566	1.52E-01	4.11E-02	1.31E-02	5.07E-02	1.40E-02
0.294	0.666	1.40E-01	4.45E-02	1.31E-02	4.37E-02	1.57E-02
0.294	0.786	1.31E-01	4.83E-02	1.31E-02	3.73E-02	1.76E-02
0.294	0.986	1.21E-01	5.40E-02	1.31E-02	2.98E-02	2.05E-02
0.294	1.186	1.15E-01	5.90E-02	1.31E-02	2.45E-02	2.30E-02
0.294	1.386	1.11E-01	6.32E-02	1.31E-02	2.06E-02	2.51E-02
0.294	1.586	1.09E-01	6.70E-02	1.31E-02	1.77E-02	2.70E-02
0.294	1.786	1.07E-01	7.03E-02	1.31E-02	1.53E-02	2.86E-02
0.294	1.986	1.05E-01	7.32E-02	1.31E-02	1.34E-02	3.01E-02
0.294	2.486	1.03E-01	7.90E-02	1.31E-02	9.99E-03	3.30E-02
0.294	2.986	1.03E-01	8.31E-02	1.31E-02	7.75E-03	3.50E-02
0.294	3.986	1.02E-01	8.87E-02	1.31E-02	5.11E-03	3.78E-02
0.294	4.986	1.01E-01	9.21E-02	1.31E-02	3.65E-03	3.95E-02
0.294	6.986	1.01E-01	9.55E-02	1.31E-02	2.22E-03	4.12E-02
0.294	9.986	1.01E-01	9.77E-02	1.31E-02	1.35E-03	4.23E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M4-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	8.58E-03	1.98E-03	1.09E-01	3.30E-03
0.294	0.266	2.32E-01	8.74E-03	1.98E-03	1.02E-01	3.38E-03
0.294	0.366	1.87E-01	9.50E-03	1.98E-03	7.94E-02	3.76E-03
0.294	0.466	1.61E-01	1.02E-02	1.98E-03	6.60E-02	4.12E-03
0.294	0.566	1.43E-01	1.09E-02	1.98E-03	5.71E-02	4.46E-03
0.294	0.666	1.30E-01	1.15E-02	1.98E-03	5.08E-02	4.77E-03
0.294	0.786	1.19E-01	1.23E-02	1.98E-03	4.51E-02	5.14E-03
0.294	0.986	1.06E-01	1.34E-02	1.98E-03	3.86E-02	5.72E-03
0.294	1.186	9.73E-02	1.45E-02	1.98E-03	3.40E-02	6.27E-03
0.294	1.386	9.09E-02	1.56E-02	1.98E-03	3.07E-02	6.79E-03
0.294	1.586	8.60E-02	1.65E-02	1.98E-03	2.81E-02	7.27E-03
0.294	1.786	8.21E-02	1.75E-02	1.98E-03	2.60E-02	7.76E-03
0.294	1.986	7.89E-02	1.84E-02	1.98E-03	2.43E-02	8.23E-03
0.294	2.486	7.32E-02	2.06E-02	1.98E-03	2.09E-02	9.32E-03
0.294	2.986	6.92E-02	2.28E-02	1.98E-03	1.85E-02	1.04E-02
0.294	3.986	6.43E-02	2.66E-02	1.98E-03	1.50E-02	1.23E-02
0.294	4.986	6.12E-02	3.00E-02	1.98E-03	1.26E-02	1.40E-02
0.294	6.986	5.81E-02	3.56E-02	1.98E-03	9.24E-03	1.68E-02
0.294	9.986	5.62E-02	4.16E-02	1.98E-03	6.09E-03	1.98E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M4-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	9.04E-03	2.20E-03	1.09E-01	3.42E-03
0.294	0.266	2.32E-01	9.22E-03	2.20E-03	1.02E-01	3.51E-03
0.294	0.366	1.87E-01	1.00E-02	2.20E-03	7.93E-02	3.92E-03
0.294	0.466	1.61E-01	1.08E-02	2.20E-03	6.59E-02	4.31E-03
0.294	0.566	1.43E-01	1.16E-02	2.20E-03	5.70E-02	4.67E-03
0.294	0.666	1.30E-01	1.23E-02	2.20E-03	5.07E-02	5.02E-03
0.294	0.786	1.19E-01	1.31E-02	2.20E-03	4.50E-02	5.43E-03
0.294	0.986	1.06E-01	1.44E-02	2.20E-03	3.84E-02	6.07E-03
0.294	1.186	9.75E-02	1.55E-02	2.20E-03	3.38E-02	6.66E-03
0.294	1.386	9.12E-02	1.67E-02	2.20E-03	3.05E-02	7.23E-03
0.294	1.586	8.63E-02	1.78E-02	2.20E-03	2.78E-02	7.80E-03
0.294	1.786	8.24E-02	1.89E-02	2.20E-03	2.57E-02	8.34E-03
0.294	1.986	7.93E-02	1.99E-02	2.20E-03	2.39E-02	8.86E-03
0.294	2.486	7.36E-02	2.23E-02	2.20E-03	2.06E-02	1.01E-02
0.294	2.986	6.97E-02	2.46E-02	2.20E-03	1.81E-02	1.12E-02
0.294	3.986	6.50E-02	2.88E-02	2.20E-03	1.45E-02	1.33E-02
0.294	4.986	6.22E-02	3.24E-02	2.20E-03	1.20E-02	1.51E-02
0.294	6.986	5.93E-02	3.83E-02	2.20E-03	8.65E-03	1.81E-02
0.294	9.986	5.76E-02	4.43E-02	2.20E-03	5.58E-03	2.10E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.04E-02	2.89E-03	1.08E-01	3.74E-03
0.294	0.266	2.33E-01	1.06E-02	2.89E-03	1.02E-01	3.85E-03
0.294	0.366	1.87E-01	1.16E-02	2.89E-03	7.91E-02	4.36E-03
0.294	0.466	1.61E-01	1.26E-02	2.89E-03	6.57E-02	4.85E-03
0.294	0.566	1.43E-01	1.35E-02	2.89E-03	5.67E-02	5.31E-03
0.294	0.666	1.31E-01	1.44E-02	2.89E-03	5.03E-02	5.76E-03
0.294	0.786	1.20E-01	1.55E-02	2.89E-03	4.46E-02	6.29E-03
0.294	0.986	1.07E-01	1.71E-02	2.89E-03	3.79E-02	7.10E-03
0.294	1.186	9.81E-02	1.86E-02	2.89E-03	3.32E-02	7.87E-03
0.294	1.386	9.18E-02	2.01E-02	2.89E-03	2.97E-02	8.63E-03
0.294	1.586	8.70E-02	2.16E-02	2.89E-03	2.70E-02	9.35E-03
0.294	1.786	8.34E-02	2.30E-02	2.89E-03	2.48E-02	1.00E-02
0.294	1.986	8.04E-02	2.42E-02	2.89E-03	2.29E-02	1.07E-02
0.294	2.486	7.50E-02	2.74E-02	2.89E-03	1.94E-02	1.22E-02
0.294	2.986	7.15E-02	3.02E-02	2.89E-03	1.68E-02	1.36E-02
0.294	3.986	6.74E-02	3.51E-02	2.89E-03	1.30E-02	1.61E-02
0.294	4.986	6.51E-02	3.92E-02	2.89E-03	1.05E-02	1.82E-02
0.294	6.986	6.29E-02	4.55E-02	2.89E-03	7.20E-03	2.13E-02
0.294	9.986	6.18E-02	5.11E-02	2.89E-03	4.48E-03	2.41E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.38E-02	4.76E-03	1.08E-01	4.50E-03
0.294	0.266	2.33E-01	1.41E-02	4.76E-03	1.01E-01	4.67E-03
0.294	0.366	1.88E-01	1.57E-02	4.76E-03	7.84E-02	5.46E-03
0.294	0.466	1.62E-01	1.72E-02	4.76E-03	6.48E-02	6.23E-03
0.294	0.566	1.44E-01	1.87E-02	4.76E-03	5.57E-02	6.96E-03
0.294	0.666	1.32E-01	2.01E-02	4.76E-03	4.92E-02	7.69E-03
0.294	0.786	1.21E-01	2.19E-02	4.76E-03	4.33E-02	8.55E-03
0.294	0.986	1.09E-01	2.45E-02	4.76E-03	3.63E-02	9.87E-03
0.294	1.186	1.00E-01	2.70E-02	4.76E-03	3.14E-02	1.11E-02
0.294	1.386	9.45E-02	2.92E-02	4.76E-03	2.77E-02	1.22E-02
0.294	1.586	9.01E-02	3.14E-02	4.76E-03	2.47E-02	1.33E-02
0.294	1.786	8.68E-02	3.35E-02	4.76E-03	2.24E-02	1.44E-02
0.294	1.986	8.43E-02	3.54E-02	4.76E-03	2.04E-02	1.53E-02
0.294	2.486	7.99E-02	3.99E-02	4.76E-03	1.65E-02	1.75E-02
0.294	2.986	7.72E-02	4.35E-02	4.76E-03	1.38E-02	1.94E-02
0.294	3.986	7.44E-02	4.95E-02	4.76E-03	1.01E-02	2.24E-02
0.294	4.986	7.30E-02	5.41E-02	4.76E-03	7.71E-03	2.47E-02
0.294	6.986	7.19E-02	5.99E-02	4.76E-03	4.90E-03	2.76E-02
0.294	9.986	7.15E-02	6.47E-02	4.76E-03	2.79E-03	3.00E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.50E-01	2.86E-02	1.31E-02	1.05E-01	7.77E-03
0.294	0.266	2.37E-01	2.94E-02	1.31E-02	9.80E-02	8.19E-03
0.294	0.366	1.93E-01	3.35E-02	1.31E-02	7.45E-02	1.02E-02
0.294	0.466	1.68E-01	3.73E-02	1.31E-02	6.03E-02	1.21E-02
0.294	0.566	1.52E-01	4.09E-02	1.31E-02	5.07E-02	1.39E-02
0.294	0.666	1.40E-01	4.43E-02	1.31E-02	4.37E-02	1.56E-02
0.294	0.786	1.31E-01	4.81E-02	1.31E-02	3.73E-02	1.75E-02
0.294	0.986	1.21E-01	5.37E-02	1.31E-02	2.98E-02	2.03E-02
0.294	1.186	1.15E-01	5.86E-02	1.31E-02	2.46E-02	2.28E-02
0.294	1.386	1.11E-01	6.29E-02	1.31E-02	2.07E-02	2.49E-02
0.294	1.586	1.08E-01	6.66E-02	1.31E-02	1.77E-02	2.68E-02
0.294	1.786	1.07E-01	6.99E-02	1.31E-02	1.54E-02	2.84E-02
0.294	1.986	1.05E-01	7.28E-02	1.31E-02	1.35E-02	2.99E-02
0.294	2.486	1.03E-01	7.86E-02	1.31E-02	1.01E-02	3.28E-02
0.294	2.986	1.02E-01	8.27E-02	1.31E-02	7.87E-03	3.48E-02
0.294	3.986	1.02E-01	8.84E-02	1.31E-02	5.23E-03	3.77E-02
0.294	4.986	1.01E-01	9.19E-02	1.31E-02	3.75E-03	3.94E-02
0.294	6.986	1.01E-01	9.54E-02	1.31E-02	2.23E-03	4.12E-02
0.294	9.986	1.01E-01	9.78E-02	1.31E-02	1.28E-03	4.24E-02
------	-------	--------	--------	--------	--------	--------

********************************
* Layers:	M5-FIELD_OXIDE *
********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	7.52E-03	1.55E-03	1.09E-01	2.98E-03
0.294	0.266	2.32E-01	7.65E-03	1.55E-03	1.02E-01	3.05E-03
0.294	0.366	1.87E-01	8.27E-03	1.55E-03	7.95E-02	3.36E-03
0.294	0.466	1.60E-01	8.84E-03	1.55E-03	6.62E-02	3.64E-03
0.294	0.566	1.43E-01	9.38E-03	1.55E-03	5.73E-02	3.91E-03
0.294	0.666	1.30E-01	9.87E-03	1.55E-03	5.10E-02	4.16E-03
0.294	0.786	1.19E-01	1.04E-02	1.55E-03	4.54E-02	4.42E-03
0.294	0.986	1.06E-01	1.13E-02	1.55E-03	3.89E-02	4.86E-03
0.294	1.186	9.73E-02	1.21E-02	1.55E-03	3.45E-02	5.26E-03
0.294	1.386	9.09E-02	1.29E-02	1.55E-03	3.13E-02	5.66E-03
0.294	1.586	8.59E-02	1.36E-02	1.55E-03	2.88E-02	6.03E-03
0.294	1.786	8.19E-02	1.43E-02	1.55E-03	2.68E-02	6.38E-03
0.294	1.986	7.87E-02	1.50E-02	1.55E-03	2.51E-02	6.74E-03
0.294	2.486	7.26E-02	1.67E-02	1.55E-03	2.20E-02	7.60E-03
0.294	2.986	6.83E-02	1.84E-02	1.55E-03	1.97E-02	8.44E-03
0.294	3.986	6.28E-02	2.17E-02	1.55E-03	1.65E-02	1.01E-02
0.294	4.986	5.93E-02	2.48E-02	1.55E-03	1.41E-02	1.16E-02
0.294	6.986	5.53E-02	2.98E-02	1.55E-03	1.05E-02	1.41E-02
0.294	9.986	5.27E-02	3.59E-02	1.55E-03	7.13E-03	1.72E-02
------	-------	--------	--------	--------	--------	--------

******************************************
* Layers:	M5-POLY (on FIELD OXIDE) *
******************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	7.81E-03	1.69E-03	1.09E-01	3.06E-03
0.294	0.266	2.32E-01	7.96E-03	1.69E-03	1.02E-01	3.13E-03
0.294	0.366	1.87E-01	8.62E-03	1.69E-03	7.95E-02	3.46E-03
0.294	0.466	1.61E-01	9.22E-03	1.69E-03	6.62E-02	3.76E-03
0.294	0.566	1.43E-01	9.76E-03	1.69E-03	5.72E-02	4.03E-03
0.294	0.666	1.30E-01	1.03E-02	1.69E-03	5.09E-02	4.30E-03
0.294	0.786	1.19E-01	1.09E-02	1.69E-03	4.53E-02	4.60E-03
0.294	0.986	1.06E-01	1.18E-02	1.69E-03	3.89E-02	5.07E-03
0.294	1.186	9.75E-02	1.27E-02	1.69E-03	3.44E-02	5.51E-03
0.294	1.386	9.10E-02	1.36E-02	1.69E-03	3.11E-02	5.94E-03
0.294	1.586	8.60E-02	1.43E-02	1.69E-03	2.86E-02	6.33E-03
0.294	1.786	8.21E-02	1.51E-02	1.69E-03	2.66E-02	6.73E-03
0.294	1.986	7.89E-02	1.59E-02	1.69E-03	2.50E-02	7.12E-03
0.294	2.486	7.28E-02	1.78E-02	1.69E-03	2.18E-02	8.04E-03
0.294	2.986	6.86E-02	1.97E-02	1.69E-03	1.95E-02	8.98E-03
0.294	3.986	6.32E-02	2.31E-02	1.69E-03	1.61E-02	1.07E-02
0.294	4.986	5.97E-02	2.64E-02	1.69E-03	1.37E-02	1.23E-02
0.294	6.986	5.60E-02	3.17E-02	1.69E-03	1.01E-02	1.50E-02
0.294	9.986	5.36E-02	3.79E-02	1.69E-03	6.70E-03	1.81E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	8.58E-03	2.07E-03	1.09E-01	3.25E-03
0.294	0.266	2.32E-01	8.74E-03	2.07E-03	1.02E-01	3.33E-03
0.294	0.366	1.87E-01	9.53E-03	2.07E-03	7.94E-02	3.73E-03
0.294	0.466	1.61E-01	1.02E-02	2.07E-03	6.59E-02	4.07E-03
0.294	0.566	1.43E-01	1.09E-02	2.07E-03	5.71E-02	4.41E-03
0.294	0.666	1.30E-01	1.15E-02	2.07E-03	5.07E-02	4.72E-03
0.294	0.786	1.19E-01	1.22E-02	2.07E-03	4.52E-02	5.09E-03
0.294	0.986	1.07E-01	1.34E-02	2.07E-03	3.86E-02	5.65E-03
0.294	1.186	9.76E-02	1.44E-02	2.07E-03	3.41E-02	6.19E-03
0.294	1.386	9.13E-02	1.55E-02	2.07E-03	3.07E-02	6.70E-03
0.294	1.586	8.64E-02	1.65E-02	2.07E-03	2.82E-02	7.19E-03
0.294	1.786	8.25E-02	1.74E-02	2.07E-03	2.61E-02	7.68E-03
0.294	1.986	7.93E-02	1.84E-02	2.07E-03	2.44E-02	8.16E-03
0.294	2.486	7.34E-02	2.06E-02	2.07E-03	2.11E-02	9.29E-03
0.294	2.986	6.94E-02	2.29E-02	2.07E-03	1.87E-02	1.04E-02
0.294	3.986	6.43E-02	2.69E-02	2.07E-03	1.52E-02	1.24E-02
0.294	4.986	6.13E-02	3.06E-02	2.07E-03	1.27E-02	1.43E-02
0.294	6.986	5.80E-02	3.64E-02	2.07E-03	9.06E-03	1.72E-02
0.294	9.986	5.61E-02	4.28E-02	2.07E-03	5.70E-03	2.03E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.294	0.246	2.46E-01	1.02E-02	2.89E-03	1.08E-01	3.64E-03
0.294	0.266	2.33E-01	1.04E-02	2.89E-03	1.02E-01	3.75E-03
0.294	0.366	1.87E-01	1.14E-02	2.89E-03	7.91E-02	4.25E-03
0.294	0.466	1.61E-01	1.23E-02	2.89E-03	6.56E-02	4.72E-03
0.294	0.566	1.43E-01	1.32E-02	2.89E-03	5.67E-02	5.17E-03
0.294	0.666	1.31E-01	1.41E-02	2.89E-03	5.03E-02	5.60E-03
0.294	0.786	1.20E-01	1.51E-02	2.89E-03	4.47E-02	6.10E-03
0.294	0.986	1.07E-01	1.66E-02	2.89E-03	3.80E-02	6.88E-03
